"Date Time, GMT-05:00",#,"Total: Motor on, Time on (sec) (LGR S/N: 20133267)"
2021-01-13 13:00:00,51812.5,3600.0
2021-01-13 14:00:00,51872.5,3600.0
2021-01-13 15:00:00,51932.5,3600.0
2021-01-13 16:00:00,51992.5,3600.0
2021-01-13 17:00:00,52052.5,3600.0
2021-01-13 18:00:00,52112.5,145.0
2021-01-13 19:00:00,52172.5,0.0
2021-01-13 20:00:00,52232.5,0.0
2021-01-13 21:00:00,52292.5,0.0
2021-01-13 22:00:00,52352.5,0.0
2021-01-13 23:00:00,52412.5,0.0
2021-01-14 00:00:00,52472.5,0.0
2021-01-14 01:00:00,52532.5,0.0
2021-01-14 02:00:00,52592.5,0.0
2021-01-14 03:00:00,52652.5,0.0
2021-01-14 04:00:00,52712.5,0.0
2021-01-14 05:00:00,52772.5,1141.0
2021-01-14 06:00:00,52832.5,3600.0
2021-01-14 07:00:00,52892.5,3600.0
2021-01-14 08:00:00,52952.5,3600.0
2021-01-14 09:00:00,53012.5,3600.0
2021-01-14 10:00:00,53072.5,3600.0
2021-01-14 11:00:00,53132.5,3600.0
2021-01-14 12:00:00,53192.5,3600.0
2021-01-14 13:00:00,53252.5,3600.0
2021-01-14 14:00:00,53312.5,3600.0
2021-01-14 15:00:00,53372.5,3600.0
2021-01-14 16:00:00,53432.5,3600.0
2021-01-14 17:00:00,53492.5,3600.0
2021-01-14 18:00:00,53552.5,565.0
2021-01-14 19:00:00,53612.5,0.0
2021-01-14 20:00:00,53672.5,0.0
2021-01-14 21:00:00,53732.5,0.0
2021-01-14 22:00:00,53792.5,0.0
2021-01-14 23:00:00,53852.5,0.0
2021-01-15 00:00:00,53912.5,0.0
2021-01-15 01:00:00,53972.5,0.0
2021-01-15 02:00:00,54032.5,0.0
2021-01-15 03:00:00,54092.5,0.0
2021-01-15 04:00:00,54152.5,0.0
2021-01-15 05:00:00,54212.5,1590.0
2021-01-15 06:00:00,54272.5,3600.0
2021-01-15 07:00:00,54332.5,3600.0
2021-01-15 08:00:00,54392.5,3600.0
2021-01-15 09:00:00,54452.5,3600.0
2021-01-15 10:00:00,54512.5,3600.0
2021-01-15 11:00:00,54572.5,3600.0
2021-01-15 12:00:00,54632.5,3600.0
2021-01-15 13:00:00,54692.5,3600.0
2021-01-15 14:00:00,54752.5,3600.0
2021-01-15 15:00:00,54812.5,3600.0
2021-01-15 16:00:00,54872.5,3600.0
2021-01-15 17:00:00,54932.5,3600.0
2021-01-15 18:00:00,54992.5,3600.0
2021-01-15 19:00:00,55052.5,1038.0
2021-01-15 20:00:00,55112.5,0.0
2021-01-15 21:00:00,55172.5,0.0
2021-01-15 22:00:00,55232.5,0.0
2021-01-15 23:00:00,55292.5,0.0
2021-01-16 00:00:00,55352.5,0.0
2021-01-16 01:00:00,55412.5,0.0
2021-01-16 02:00:00,55472.5,0.0
2021-01-16 03:00:00,55532.5,0.0
2021-01-16 04:00:00,55592.5,0.0
2021-01-16 05:00:00,55652.5,0.0
2021-01-16 06:00:00,55712.5,0.0
2021-01-16 07:00:00,55772.5,0.0
2021-01-16 08:00:00,55832.5,0.0
2021-01-16 09:00:00,55892.5,0.0
2021-01-16 10:00:00,55952.5,0.0
2021-01-16 11:00:00,56012.5,0.0
2021-01-16 12:00:00,56072.5,0.0
2021-01-16 13:00:00,56132.5,0.0
2021-01-16 14:00:00,56192.5,0.0
2021-01-16 15:00:00,56252.5,0.0
2021-01-16 16:00:00,56312.5,0.0
2021-01-16 17:00:00,56372.5,0.0
2021-01-16 18:00:00,56432.5,0.0
2021-01-16 19:00:00,56492.5,0.0
2021-01-16 20:00:00,56552.5,0.0
2021-01-16 21:00:00,56612.5,0.0
2021-01-16 22:00:00,56672.5,0.0
2021-01-16 23:00:00,56732.5,0.0
2021-01-17 00:00:00,56792.5,0.0
2021-01-17 01:00:00,56852.5,0.0
2021-01-17 02:00:00,56912.5,0.0
2021-01-17 03:00:00,56972.5,0.0
2021-01-17 04:00:00,57032.5,0.0
2021-01-17 05:00:00,57092.5,0.0
2021-01-17 06:00:00,57152.5,0.0
2021-01-17 07:00:00,57212.5,0.0
2021-01-17 08:00:00,57272.5,0.0
2021-01-17 09:00:00,57332.5,0.0
2021-01-17 10:00:00,57392.5,0.0
2021-01-17 11:00:00,57452.5,0.0
2021-01-17 12:00:00,57512.5,0.0
2021-01-17 13:00:00,57572.5,0.0
2021-01-17 14:00:00,57632.5,0.0
2021-01-17 15:00:00,57692.5,0.0
2021-01-17 16:00:00,57752.5,0.0
2021-01-17 17:00:00,57812.5,0.0
2021-01-17 18:00:00,57872.5,0.0
2021-01-17 19:00:00,57932.5,0.0
2021-01-17 20:00:00,57992.5,0.0
2021-01-17 21:00:00,58052.5,0.0
2021-01-17 22:00:00,58112.5,0.0
2021-01-17 23:00:00,58172.5,0.0
2021-01-18 00:00:00,58232.5,0.0
2021-01-18 01:00:00,58292.5,0.0
2021-01-18 02:00:00,58352.5,0.0
2021-01-18 03:00:00,58412.5,0.0
2021-01-18 04:00:00,58472.5,0.0
2021-01-18 05:00:00,58532.5,0.0
2021-01-18 06:00:00,58592.5,0.0
2021-01-18 07:00:00,58652.5,0.0
2021-01-18 08:00:00,58712.5,0.0
2021-01-18 09:00:00,58772.5,0.0
2021-01-18 10:00:00,58832.5,0.0
2021-01-18 11:00:00,58892.5,0.0
2021-01-18 12:00:00,58952.5,0.0
2021-01-18 13:00:00,59012.5,0.0
2021-01-18 14:00:00,59072.5,0.0
2021-01-18 15:00:00,59132.5,0.0
2021-01-18 16:00:00,59192.5,0.0
2021-01-18 17:00:00,59252.5,0.0
2021-01-18 18:00:00,59312.5,0.0
2021-01-18 19:00:00,59372.5,0.0
2021-01-18 20:00:00,59432.5,0.0
2021-01-18 21:00:00,59492.5,0.0
2021-01-18 22:00:00,59552.5,0.0
2021-01-18 23:00:00,59612.5,0.0
2021-01-19 00:00:00,59672.5,0.0
2021-01-19 01:00:00,59732.5,0.0
2021-01-19 02:00:00,59792.5,0.0
2021-01-19 03:00:00,59852.5,0.0
2021-01-19 04:00:00,59912.5,0.0
2021-01-19 05:00:00,59972.5,0.0
2021-01-19 06:00:00,60032.5,2994.0
2021-01-19 07:00:00,60092.5,3600.0
2021-01-19 08:00:00,60152.5,3600.0
2021-01-19 09:00:00,60212.5,3600.0
2021-01-19 10:00:00,60272.5,3600.0
2021-01-19 11:00:00,60332.5,3600.0
2021-01-19 12:00:00,60392.5,3600.0
2021-01-19 13:00:00,60452.5,3600.0
2021-01-19 14:00:00,60512.5,3600.0
2021-01-19 15:00:00,60572.5,3600.0
2021-01-19 16:00:00,60632.5,3600.0
2021-01-19 17:00:00,60692.5,3600.0
2021-01-19 18:00:00,60752.5,1653.0
2021-01-19 19:00:00,60812.5,0.0
2021-01-19 20:00:00,60872.5,0.0
2021-01-19 21:00:00,60932.5,0.0
2021-01-19 22:00:00,60992.5,0.0
2021-01-19 23:00:00,61052.5,0.0
2021-01-20 00:00:00,61112.5,0.0
2021-01-20 01:00:00,61172.5,0.0
2021-01-20 02:00:00,61232.5,0.0
2021-01-20 03:00:00,61292.5,0.0
2021-01-20 04:00:00,61352.5,0.0
2021-01-20 05:00:00,61412.5,248.0
2021-01-20 06:00:00,61472.5,3600.0
2021-01-20 07:00:00,61532.5,3600.0
2021-01-20 08:00:00,61592.5,3600.0
2021-01-20 09:00:00,61652.5,3600.0
2021-01-20 10:00:00,61712.5,3600.0
2021-01-20 11:00:00,61772.5,3600.0
2021-01-20 12:00:00,61832.5,3600.0
2021-01-20 13:00:00,61892.5,3600.0
2021-01-20 14:00:00,61952.5,3600.0
2021-01-20 15:00:00,62012.5,3600.0
2021-01-20 16:00:00,62072.5,3600.0
2021-01-20 17:00:00,62132.5,3600.0
2021-01-20 18:00:00,62192.5,259.0
2021-01-20 19:00:00,62252.5,0.0
2021-01-20 20:00:00,62312.5,0.0
2021-01-20 21:00:00,62372.5,0.0
2021-01-20 22:00:00,62432.5,0.0
2021-01-20 23:00:00,62492.5,0.0
2021-01-21 00:00:00,62552.5,0.0
2021-01-21 01:00:00,62612.5,0.0
2021-01-21 02:00:00,62672.5,0.0
2021-01-21 03:00:00,62732.5,0.0
2021-01-21 04:00:00,62792.5,0.0
2021-01-21 05:00:00,62852.5,0.0
2021-01-21 06:00:00,62912.5,3406.0
2021-01-21 07:00:00,62972.5,3600.0
2021-01-21 08:00:00,63032.5,3600.0
2021-01-21 09:00:00,63092.5,3600.0
2021-01-21 10:00:00,63152.5,3600.0
2021-01-21 11:00:00,63212.5,3600.0
2021-01-21 12:00:00,63272.5,3600.0
2021-01-21 13:00:00,63332.5,3600.0
2021-01-21 14:00:00,63392.5,3600.0
2021-01-21 15:00:00,63452.5,3600.0
2021-01-21 16:00:00,63512.5,3600.0
2021-01-21 17:00:00,63572.5,3600.0
2021-01-21 18:00:00,63632.5,1577.0
2021-01-21 19:00:00,63692.5,0.0
2021-01-21 20:00:00,63752.5,0.0
2021-01-21 21:00:00,63812.5,0.0
2021-01-21 22:00:00,63872.5,0.0
2021-01-21 23:00:00,63932.5,0.0
2021-01-22 00:00:00,63992.5,0.0
2021-01-22 01:00:00,64052.5,0.0
2021-01-22 02:00:00,64112.5,0.0
2021-01-22 03:00:00,64172.5,0.0
2021-01-22 04:00:00,64232.5,0.0
2021-01-22 05:00:00,64292.5,0.0
2021-01-22 06:00:00,64352.5,551.0
2021-01-22 07:00:00,64412.5,3600.0
2021-01-22 08:00:00,64472.5,3600.0
2021-01-22 09:00:00,64532.5,3600.0
2021-01-22 10:00:00,64592.5,3600.0
2021-01-22 11:00:00,64652.5,3600.0
2021-01-22 12:00:00,64712.5,3600.0
2021-01-22 13:00:00,64772.5,3600.0
2021-01-22 14:00:00,64832.5,3600.0
2021-01-22 15:00:00,64892.5,3600.0
2021-01-22 16:00:00,64952.5,2800.0
2021-01-22 17:00:00,65012.5,0.0
2021-01-22 18:00:00,65072.5,0.0
2021-01-22 19:00:00,65132.5,0.0
2021-01-22 20:00:00,65192.5,0.0
2021-01-22 21:00:00,65252.5,0.0
2021-01-22 22:00:00,65312.5,0.0
2021-01-22 23:00:00,65372.5,0.0
2021-01-23 00:00:00,65432.5,0.0
2021-01-23 01:00:00,65492.5,0.0
2021-01-23 02:00:00,65552.5,0.0
2021-01-23 03:00:00,65612.5,0.0
2021-01-23 04:00:00,65672.5,0.0
2021-01-23 05:00:00,65732.5,0.0
2021-01-23 06:00:00,65792.5,0.0
2021-01-23 07:00:00,65852.5,0.0
2021-01-23 08:00:00,65912.5,0.0
2021-01-23 09:00:00,65972.5,0.0
2021-01-23 10:00:00,66032.5,0.0
2021-01-23 11:00:00,66092.5,0.0
2021-01-23 12:00:00,66152.5,0.0
2021-01-23 13:00:00,66212.5,0.0
2021-01-23 14:00:00,66272.5,0.0
2021-01-23 15:00:00,66332.5,0.0
2021-01-23 16:00:00,66392.5,0.0
2021-01-23 17:00:00,66452.5,0.0
2021-01-23 18:00:00,66512.5,0.0
2021-01-23 19:00:00,66572.5,0.0
2021-01-23 20:00:00,66632.5,0.0
2021-01-23 21:00:00,66692.5,0.0
2021-01-23 22:00:00,66752.5,0.0
2021-01-23 23:00:00,66812.5,0.0
2021-01-24 00:00:00,66872.5,0.0
2021-01-24 01:00:00,66932.5,0.0
2021-01-24 02:00:00,66992.5,0.0
2021-01-24 03:00:00,67052.5,0.0
2021-01-24 04:00:00,67112.5,0.0
2021-01-24 05:00:00,67172.5,0.0
2021-01-24 06:00:00,67232.5,0.0
2021-01-24 07:00:00,67292.5,0.0
2021-01-24 08:00:00,67352.5,0.0
2021-01-24 09:00:00,67412.5,0.0
2021-01-24 10:00:00,67472.5,0.0
2021-01-24 11:00:00,67532.5,0.0
2021-01-24 12:00:00,67592.5,0.0
2021-01-24 13:00:00,67652.5,0.0
2021-01-24 14:00:00,67712.5,0.0
2021-01-24 15:00:00,67772.5,0.0
2021-01-24 16:00:00,67832.5,0.0
2021-01-24 17:00:00,67892.5,0.0
2021-01-24 18:00:00,67952.5,0.0
2021-01-24 19:00:00,68012.5,0.0
2021-01-24 20:00:00,68072.5,0.0
2021-01-24 21:00:00,68132.5,0.0
2021-01-24 22:00:00,68192.5,0.0
2021-01-24 23:00:00,68252.5,0.0
2021-01-25 00:00:00,68312.5,0.0
2021-01-25 01:00:00,68372.5,0.0
2021-01-25 02:00:00,68432.5,0.0
2021-01-25 03:00:00,68492.5,0.0
2021-01-25 04:00:00,68552.5,0.0
2021-01-25 05:00:00,68612.5,0.0
2021-01-25 06:00:00,68672.5,3473.0
2021-01-25 07:00:00,68732.5,3600.0
2021-01-25 08:00:00,68792.5,3600.0
2021-01-25 09:00:00,68852.5,3600.0
2021-01-25 10:00:00,68912.5,3600.0
2021-01-25 11:00:00,68972.5,3600.0
2021-01-25 12:00:00,69032.5,3600.0
2021-01-25 13:00:00,69092.5,3600.0
2021-01-25 14:00:00,69152.5,3600.0
2021-01-25 15:00:00,69212.5,3600.0
2021-01-25 16:00:00,69272.5,3600.0
2021-01-25 17:00:00,69332.5,3600.0
2021-01-25 18:00:00,69392.5,3600.0
2021-01-25 19:00:00,69452.5,3600.0
2021-01-25 20:00:00,69512.5,3009.0
2021-01-25 21:00:00,69572.5,0.0
2021-01-25 22:00:00,69632.5,0.0
2021-01-25 23:00:00,69692.5,0.0
2021-01-26 00:00:00,69752.5,0.0
2021-01-26 01:00:00,69812.5,0.0
2021-01-26 02:00:00,69872.5,0.0
2021-01-26 03:00:00,69932.5,0.0
2021-01-26 04:00:00,69992.5,0.0
2021-01-26 05:00:00,70052.5,533.0
2021-01-26 06:00:00,70112.5,3600.0
2021-01-26 07:00:00,70172.5,3600.0
2021-01-26 08:00:00,70232.5,3600.0
2021-01-26 09:00:00,70292.5,3600.0
2021-01-26 10:00:00,70352.5,3600.0
2021-01-26 11:00:00,70412.5,3600.0
2021-01-26 12:00:00,70472.5,3600.0
2021-01-26 13:00:00,70532.5,3600.0
2021-01-26 14:00:00,70592.5,3600.0
2021-01-26 15:00:00,70652.5,3600.0
2021-01-26 16:00:00,70712.5,3600.0
2021-01-26 17:00:00,70772.5,3600.0
2021-01-26 18:00:00,70832.5,3600.0
2021-01-26 19:00:00,70892.5,3499.0
2021-01-26 20:00:00,70952.5,0.0
2021-01-26 21:00:00,71012.5,0.0
2021-01-26 22:00:00,71072.5,0.0
2021-01-26 23:00:00,71132.5,0.0
2021-01-27 00:00:00,71192.5,0.0
2021-01-27 01:00:00,71252.5,0.0
2021-01-27 02:00:00,71312.5,0.0
2021-01-27 03:00:00,71372.5,0.0
2021-01-27 04:00:00,71432.5,0.0
2021-01-27 05:00:00,71492.5,0.0
2021-01-27 06:00:00,71552.5,3105.0
2021-01-27 07:00:00,71612.5,3600.0
2021-01-27 08:00:00,71672.5,3600.0
2021-01-27 09:00:00,71732.5,3600.0
2021-01-27 10:00:00,71792.5,3600.0
2021-01-27 11:00:00,71852.5,3600.0
2021-01-27 12:00:00,71912.5,3600.0
2021-01-27 13:00:00,71972.5,3600.0
2021-01-27 14:00:00,72032.5,3600.0
2021-01-27 15:00:00,72092.5,3600.0
2021-01-27 16:00:00,72152.5,3600.0
2021-01-27 17:00:00,72212.5,3600.0
2021-01-27 18:00:00,72272.5,1579.0
2021-01-27 19:00:00,72332.5,0.0
2021-01-27 20:00:00,72392.5,0.0
2021-01-27 21:00:00,72452.5,0.0
2021-01-27 22:00:00,72512.5,0.0
2021-01-27 23:00:00,72572.5,0.0
2021-01-28 00:00:00,72632.5,0.0
2021-01-28 01:00:00,72692.5,0.0
2021-01-28 02:00:00,72752.5,0.0
2021-01-28 03:00:00,72812.5,0.0
2021-01-28 04:00:00,72872.5,0.0
2021-01-28 05:00:00,72932.5,0.0
2021-01-28 06:00:00,72992.5,2900.0
2021-01-28 07:00:00,73052.5,3600.0
2021-01-28 08:00:00,73112.5,3600.0
2021-01-28 09:00:00,73172.5,3600.0
2021-01-28 10:00:00,73232.5,3600.0
2021-01-28 11:00:00,73292.5,3600.0
2021-01-28 12:00:00,73352.5,3600.0
2021-01-28 13:00:00,73412.5,3600.0
2021-01-28 14:00:00,73472.5,3600.0
2021-01-28 15:00:00,73532.5,3600.0
2021-01-28 16:00:00,73592.5,3600.0
2021-01-28 17:00:00,73652.5,3600.0
2021-01-28 18:00:00,73712.5,3600.0
2021-01-28 19:00:00,73772.5,3600.0
2021-01-28 20:00:00,73832.5,663.0
2021-01-28 21:00:00,73892.5,0.0
2021-01-28 22:00:00,73952.5,0.0
2021-01-28 23:00:00,74012.5,0.0
2021-01-29 00:00:00,74072.5,0.0
2021-01-29 01:00:00,74132.5,0.0
2021-01-29 02:00:00,74192.5,0.0
2021-01-29 03:00:00,74252.5,0.0
2021-01-29 04:00:00,74312.5,0.0
2021-01-29 05:00:00,74372.5,0.0
2021-01-29 06:00:00,74432.5,3327.0
2021-01-29 07:00:00,74492.5,3600.0
2021-01-29 08:00:00,74552.5,3600.0
2021-01-29 09:00:00,74612.5,3600.0
2021-01-29 10:00:00,74672.5,3600.0
2021-01-29 11:00:00,74732.5,516.0
2021-01-29 12:00:00,74792.5,0.0
2021-01-29 13:00:00,74852.5,0.0
2021-01-29 14:00:00,74912.5,0.0
2021-01-29 15:00:00,74972.5,0.0
2021-01-29 16:00:00,75032.5,0.0
2021-01-29 17:00:00,75092.5,0.0
2021-01-29 18:00:00,75152.5,0.0
2021-01-29 19:00:00,75212.5,0.0
2021-01-29 20:00:00,75272.5,0.0
2021-01-29 21:00:00,75332.5,0.0
2021-01-29 22:00:00,75392.5,0.0
2021-01-29 23:00:00,75452.5,0.0
2021-01-30 00:00:00,75512.5,0.0
2021-01-30 01:00:00,75572.5,0.0
2021-01-30 02:00:00,75632.5,0.0
2021-01-30 03:00:00,75692.5,0.0
2021-01-30 04:00:00,75752.5,0.0
2021-01-30 05:00:00,75812.5,0.0
2021-01-30 06:00:00,75872.5,0.0
2021-01-30 07:00:00,75932.5,0.0
2021-01-30 08:00:00,75992.5,0.0
2021-01-30 09:00:00,76052.5,0.0
2021-01-30 10:00:00,76112.5,0.0
2021-01-30 11:00:00,76172.5,0.0
2021-01-30 12:00:00,76232.5,0.0
2021-01-30 13:00:00,76292.5,0.0
2021-01-30 14:00:00,76352.5,0.0
2021-01-30 15:00:00,76412.5,0.0
2021-01-30 16:00:00,76472.5,0.0
2021-01-30 17:00:00,76532.5,0.0
2021-01-30 18:00:00,76592.5,0.0
2021-01-30 19:00:00,76652.5,0.0
2021-01-30 20:00:00,76712.5,0.0
2021-01-30 21:00:00,76772.5,0.0
2021-01-30 22:00:00,76832.5,0.0
2021-01-30 23:00:00,76892.5,0.0
2021-01-31 00:00:00,76952.5,0.0
2021-01-31 01:00:00,77012.5,0.0
2021-01-31 02:00:00,77072.5,0.0
2021-01-31 03:00:00,77132.5,0.0
2021-01-31 04:00:00,77192.5,0.0
2021-01-31 05:00:00,77252.5,0.0
2021-01-31 06:00:00,77312.5,0.0
2021-01-31 07:00:00,77372.5,0.0
2021-01-31 08:00:00,77432.5,0.0
2021-01-31 09:00:00,77492.5,0.0
2021-01-31 10:00:00,77552.5,0.0
2021-01-31 11:00:00,77612.5,0.0
2021-01-31 12:00:00,77672.5,0.0
2021-01-31 13:00:00,77732.5,0.0
2021-01-31 14:00:00,77792.5,0.0
2021-01-31 15:00:00,77852.5,0.0
2021-01-31 16:00:00,77912.5,0.0
2021-01-31 17:00:00,77972.5,0.0
2021-01-31 18:00:00,78032.5,0.0
2021-01-31 19:00:00,78092.5,0.0
2021-01-31 20:00:00,78152.5,0.0
2021-01-31 21:00:00,78212.5,0.0
2021-01-31 22:00:00,78272.5,0.0
2021-01-31 23:00:00,78332.5,0.0
2021-02-01 00:00:00,78392.5,0.0
2021-02-01 01:00:00,78452.5,0.0
2021-02-01 02:00:00,78512.5,0.0
2021-02-01 03:00:00,78572.5,0.0
2021-02-01 04:00:00,78632.5,0.0
2021-02-01 05:00:00,78692.5,0.0
2021-02-01 06:00:00,78752.5,0.0
2021-02-01 07:00:00,78812.5,0.0
2021-02-01 08:00:00,78872.5,0.0
2021-02-01 09:00:00,78932.5,0.0
2021-02-01 10:00:00,78992.5,0.0
2021-02-01 11:00:00,79052.5,0.0
2021-02-01 12:00:00,79112.5,0.0
2021-02-01 13:00:00,79172.5,0.0
2021-02-01 14:00:00,79232.5,0.0
2021-02-01 15:00:00,79292.5,0.0
2021-02-01 16:00:00,79352.5,0.0
2021-02-01 17:00:00,79412.5,0.0
2021-02-01 18:00:00,79472.5,0.0
2021-02-01 19:00:00,79532.5,0.0
2021-02-01 20:00:00,79592.5,0.0
2021-02-01 21:00:00,79652.5,0.0
2021-02-01 22:00:00,79712.5,0.0
2021-02-01 23:00:00,79772.5,0.0
2021-02-02 00:00:00,79832.5,0.0
2021-02-02 01:00:00,79892.5,0.0
2021-02-02 02:00:00,79952.5,0.0
2021-02-02 03:00:00,80012.5,0.0
2021-02-02 04:00:00,80072.5,0.0
2021-02-02 05:00:00,80132.5,0.0
2021-02-02 06:00:00,80192.5,0.0
2021-02-02 07:00:00,80252.5,0.0
2021-02-02 08:00:00,80312.5,0.0
2021-02-02 09:00:00,80372.5,0.0
2021-02-02 10:00:00,80432.5,0.0
2021-02-02 11:00:00,80492.5,0.0
2021-02-02 12:00:00,80552.5,0.0
2021-02-02 13:00:00,80612.5,0.0
2021-02-02 14:00:00,80672.5,0.0
2021-02-02 15:00:00,80732.5,0.0
2021-02-02 16:00:00,80792.5,0.0
2021-02-02 17:00:00,80852.5,0.0
2021-02-02 18:00:00,80912.5,0.0
2021-02-02 19:00:00,80972.5,0.0
2021-02-02 20:00:00,81032.5,0.0
2021-02-02 21:00:00,81092.5,0.0
2021-02-02 22:00:00,81152.5,0.0
2021-02-02 23:00:00,81212.5,0.0
2021-02-03 00:00:00,81272.5,0.0
2021-02-03 01:00:00,81332.5,0.0
2021-02-03 02:00:00,81392.5,0.0
2021-02-03 03:00:00,81452.5,0.0
2021-02-03 04:00:00,81512.5,0.0
2021-02-03 05:00:00,81572.5,0.0
2021-02-03 06:00:00,81632.5,0.0
2021-02-03 07:00:00,81692.5,0.0
2021-02-03 08:00:00,81752.5,0.0
2021-02-03 09:00:00,81812.5,0.0
2021-02-03 10:00:00,81872.5,0.0
2021-02-03 11:00:00,81932.5,0.0
2021-02-03 12:00:00,81992.5,0.0
2021-02-03 13:00:00,82052.5,0.0
2021-02-03 14:00:00,82112.5,0.0
2021-02-03 15:00:00,82172.5,0.0
2021-02-03 16:00:00,82232.5,0.0
2021-02-03 17:00:00,82292.5,0.0
2021-02-03 18:00:00,82352.5,0.0
2021-02-03 19:00:00,82412.5,0.0
2021-02-03 20:00:00,82472.5,0.0
2021-02-03 21:00:00,82532.5,0.0
2021-02-03 22:00:00,82592.5,0.0
2021-02-03 23:00:00,82652.5,0.0
2021-02-04 00:00:00,82712.5,0.0
2021-02-04 01:00:00,82772.5,0.0
2021-02-04 02:00:00,82832.5,0.0
2021-02-04 03:00:00,82892.5,0.0
2021-02-04 04:00:00,82952.5,0.0
2021-02-04 05:00:00,83012.5,0.0
2021-02-04 06:00:00,83072.5,0.0
2021-02-04 07:00:00,83132.5,0.0
2021-02-04 08:00:00,83192.5,0.0
2021-02-04 09:00:00,83252.5,0.0
2021-02-04 10:00:00,83312.5,0.0
2021-02-04 11:00:00,83372.5,0.0
2021-02-04 12:00:00,83432.5,0.0
2021-02-04 13:00:00,83492.5,0.0
2021-02-04 14:00:00,83552.5,0.0
2021-02-04 15:00:00,83612.5,0.0
2021-02-04 16:00:00,83672.5,0.0
2021-02-04 17:00:00,83732.5,0.0
2021-02-04 18:00:00,83792.5,0.0
2021-02-04 19:00:00,83852.5,0.0
2021-02-04 20:00:00,83912.5,0.0
2021-02-04 21:00:00,83972.5,0.0
2021-02-04 22:00:00,84032.5,0.0
2021-02-04 23:00:00,84092.5,0.0
2021-02-05 00:00:00,84152.5,0.0
2021-02-05 01:00:00,84212.5,0.0
2021-02-05 02:00:00,84272.5,0.0
2021-02-05 03:00:00,84332.5,0.0
2021-02-05 04:00:00,84392.5,0.0
2021-02-05 05:00:00,84452.5,0.0
2021-02-05 06:00:00,84512.5,0.0
2021-02-05 07:00:00,84572.5,0.0
2021-02-05 08:00:00,84632.5,0.0
2021-02-05 09:00:00,84692.5,0.0
2021-02-05 10:00:00,84752.5,0.0
2021-02-05 11:00:00,84812.5,0.0
2021-02-05 12:00:00,84872.5,0.0
2021-02-05 13:00:00,84932.5,0.0
2021-02-05 14:00:00,84992.5,0.0
2021-02-05 15:00:00,85052.5,0.0
2021-02-05 16:00:00,85112.5,0.0
2021-02-05 17:00:00,85172.5,0.0
2021-02-05 18:00:00,85232.5,0.0
2021-02-05 19:00:00,85292.5,0.0
2021-02-05 20:00:00,85352.5,0.0
2021-02-05 21:00:00,85412.5,0.0
2021-02-05 22:00:00,85472.5,0.0
2021-02-05 23:00:00,85532.5,0.0
2021-02-06 00:00:00,85592.5,0.0
2021-02-06 01:00:00,85652.5,0.0
2021-02-06 02:00:00,85712.5,0.0
2021-02-06 03:00:00,85772.5,0.0
2021-02-06 04:00:00,85832.5,0.0
2021-02-06 05:00:00,85892.5,0.0
2021-02-06 06:00:00,85952.5,0.0
2021-02-06 07:00:00,86012.5,0.0
2021-02-06 08:00:00,86072.5,0.0
2021-02-06 09:00:00,86132.5,0.0
2021-02-06 10:00:00,86192.5,0.0
2021-02-06 11:00:00,86252.5,0.0
2021-02-06 12:00:00,86312.5,0.0
2021-02-06 13:00:00,86372.5,0.0
2021-02-06 14:00:00,86432.5,0.0
2021-02-06 15:00:00,86492.5,0.0
2021-02-06 16:00:00,86552.5,0.0
2021-02-06 17:00:00,86612.5,0.0
2021-02-06 18:00:00,86672.5,0.0
2021-02-06 19:00:00,86732.5,0.0
2021-02-06 20:00:00,86792.5,0.0
2021-02-06 21:00:00,86852.5,0.0
2021-02-06 22:00:00,86912.5,0.0
2021-02-06 23:00:00,86972.5,0.0
2021-02-07 00:00:00,87032.5,0.0
2021-02-07 01:00:00,87092.5,0.0
2021-02-07 02:00:00,87152.5,0.0
2021-02-07 03:00:00,87212.5,0.0
2021-02-07 04:00:00,87272.5,0.0
2021-02-07 05:00:00,87332.5,0.0
2021-02-07 06:00:00,87392.5,0.0
2021-02-07 07:00:00,87452.5,0.0
2021-02-07 08:00:00,87512.5,0.0
2021-02-07 09:00:00,87572.5,0.0
2021-02-07 10:00:00,87632.5,0.0
2021-02-07 11:00:00,87692.5,0.0
2021-02-07 12:00:00,87752.5,0.0
2021-02-07 13:00:00,87812.5,0.0
2021-02-07 14:00:00,87872.5,0.0
2021-02-07 15:00:00,87932.5,0.0
2021-02-07 16:00:00,87992.5,0.0
2021-02-07 17:00:00,88052.5,0.0
2021-02-07 18:00:00,88112.5,0.0
2021-02-07 19:00:00,88172.5,0.0
2021-02-07 20:00:00,88232.5,0.0
2021-02-07 21:00:00,88292.5,0.0
2021-02-07 22:00:00,88352.5,0.0
2021-02-07 23:00:00,88412.5,0.0
2021-02-08 00:00:00,88472.5,0.0
2021-02-08 01:00:00,88532.5,0.0
2021-02-08 02:00:00,88592.5,0.0
2021-02-08 03:00:00,88652.5,0.0
2021-02-08 04:00:00,88712.5,0.0
2021-02-08 05:00:00,88772.5,0.0
2021-02-08 06:00:00,88832.5,0.0
2021-02-08 07:00:00,88892.5,0.0
2021-02-08 08:00:00,88952.5,0.0
2021-02-08 09:00:00,89012.5,0.0
2021-02-08 10:00:00,89072.5,0.0
2021-02-08 11:00:00,89119.0,0.0
